iter	RMSE
403	0.2643536616
404	0.2639914966
405	0.2636429088
406	0.2633726809
407	0.2631761628
408	0.2630012224
409	0.262640826
410	0.2626051666
411	0.2623328184
412	0.262042873
413	0.2618424674
414	0.2618184462
415	0.2617846652
416	0.2615098475
417	0.261124403
418	0.2609396857
419	0.2604521689
420	0.260149175
421	0.259822086
422	0.2595442816
423	0.2592277832
424	0.2587504686
425	0.2585104735
426	0.2581944246
427	0.2579657288
428	0.257653951
429	0.2573518728
430	0.2571198395
431	0.2569541821
432	0.2566823723
433	0.2563923224
434	0.2560881356
435	0.2557730985
436	0.2553581041
437	0.2550918177
438	0.2548441586
439	0.2546754549
440	0.2544113933
441	0.2542277916
442	0.2540325134
443	0.2538083852
444	0.253789385
445	0.2534431905
446	0.2531921875
447	0.2529510602
448	0.252929478
449	0.2528288129
450	0.252655576
451	0.2525008427
452	0.2521701963
453	0.2520357863
454	0.2517481899
455	0.2513730419
456	0.2512151488
457	0.250859072
458	0.2505830207
459	0.2505063523
460	0.2502405218
461	0.2500526514
462	0.2498832598
463	0.2495626997
464	0.2494610604
465	0.249447049
466	0.2493269685
467	0.2492623103
468	0.2489721413
469	0.2487199741
470	0.2484355053
471	0.2481970334
472	0.2478887882
473	0.2476224736
474	0.2473044374
475	0.2470105941
476	0.2467578655
477	0.2465529471
478	0.2463879236
479	0.2461618386
480	0.245992453
481	0.2459708502
482	0.2457935383
483	0.2454754319
484	0.2454544193
485	0.2450999486
486	0.2447343736
487	0.2446013206
488	0.2443346205
489	0.2442919835
490	0.2441250706
491	0.2438649925
492	0.2435900384
493	0.2435500606
494	0.2433988255
495	0.2432787388
496	0.2430414393
497	0.2427419693
498	0.2426702207
499	0.2424420087
500	0.2422684021
501	0.242165888
502	0.2419301213
503	0.2417528863
504	0.2414232207
505	0.2410020323
506	0.2407339569
507	0.2404251944
508	0.24028532
509	0.2401778404
510	0.2400836791
511	0.2400247339
512	0.2399097109
513	0.2395893954
514	0.2392765211
515	0.2391492267
516	0.2389023836
517	0.2387272823
518	0.23865184
519	0.2384655746
520	0.2382341511
521	0.238004528
522	0.2377097144
523	0.2373953591
524	0.237114416
525	0.2367910075
526	0.2366345664
527	0.2365506992
528	0.2363670724
529	0.2361208797
530	0.2359891666
531	0.235969384
532	0.2357444671
533	0.2354757835
534	0.2352568647
535	0.235059707
536	0.234798545
537	0.2343901913
538	0.234371221
539	0.2339946197
540	0.2338899101
541	0.2337585642
542	0.2337398287
543	0.2334591051
544	0.2333605469
545	0.2331649291
546	0.2329866952
547	0.2328586653
548	0.2328037908
549	0.2326962324
550	0.2324808436
551	0.2321534641
552	0.2319978062
553	0.2316456067
554	0.2314506746
555	0.2314225921
556	0.2311869387
557	0.2309900615
558	0.2308815584
559	0.2307483624
560	0.2306306897
561	0.2304616205
562	0.2302802481
563	0.2302628583
564	0.23017609
565	0.229810372
566	0.2297340137
567	0.2297196664
568	0.2292411652
569	0.2290962511
570	0.2287311296
571	0.2284920011
572	0.2284655161
573	0.2283659508
574	0.228039516
575	0.2279356211
576	0.2276453366
577	0.2273920152
578	0.2273577876
579	0.2273486073
580	0.2272096541
581	0.2270836388
582	0.2269941613
583	0.226703086
584	0.2265988559
585	0.2263681254
586	0.2262447952
587	0.2261053834
588	0.2258551558
589	0.2256898704
590	0.2255696132
591	0.2254204148
592	0.225329239
593	0.2251048873
594	0.2249374901
595	0.2248179851
596	0.2247315653
597	0.2244727523
598	0.2242515229
599	0.2241338081
600	0.2238837366
601	0.2235649459
602	0.2232918315
603	0.2231342711
604	0.2229209426
605	0.2227153113
606	0.2223920342
607	0.2222359553
608	0.2221603778
609	0.2220418367
610	0.2218487451
611	0.221782204
612	0.2215831659
613	0.2214116705
614	0.2212157232
615	0.2212086372
616	0.2210908964
617	0.2210040138
618	0.2207670154
619	0.2205293537
620	0.22031703
621	0.2203075786
622	0.2200728082
623	0.2199750507
624	0.2198234698
625	0.2196591453
626	0.2193786864
627	0.2191995561
628	0.2190070684
629	0.2189195479
630	0.2188092119
631	0.2185816547
632	0.2182440754
633	0.2180055777
634	0.2178376336
635	0.2175995587
636	0.2175325638
637	0.2173658112
638	0.2172587154
639	0.2170137652
640	0.2169601279
641	0.2168061662
642	0.216657864
643	0.2165481944
644	0.2162911373
645	0.216200348
646	0.2161219494
647	0.216017784
648	0.215852097
649	0.2158012538
650	0.2156357205
651	0.2154624127
652	0.2152445916
653	0.215065569
654	0.2148423482
655	0.2146643809
656	0.2144553448
657	0.2143596218
658	0.2143104748
659	0.2141572999
660	0.2139432784
661	0.2139286328
662	0.2136790422
663	0.2135955688
664	0.2134668572
665	0.2134587005
666	0.2131965118
667	0.2131140967
668	0.2129008654
669	0.212544076
670	0.2124600352
671	0.2121342552
672	0.2120051171
673	0.2119428324
674	0.2116957597
675	0.2115720389
676	0.2114917584
677	0.2114319932
678	0.2112203041
679	0.2111338104
680	0.2110749034
681	0.2108579348
682	0.2105955065
683	0.210445079
684	0.2103009408
685	0.2102163175
686	0.2102082827
687	0.2101170791
688	0.2098915203
689	0.2097592669
690	0.2095056267
691	0.2093625538
692	0.2092222853
693	0.2089100933
694	0.2088155373
695	0.2086955237
696	0.2085635146
697	0.2083275426
698	0.2081812555
699	0.208081609
700	0.2079360426
701	0.2078726709
702	0.2077140349
703	0.20740319
704	0.2072495468
705	0.2070754657
706	0.2069346311
707	0.2067490799
708	0.2066013284
709	0.2064362719
710	0.2063619937
711	0.206325418
712	0.2062032909
713	0.2061093464
714	0.2060294234
715	0.2059486183
716	0.2057713418
717	0.2057000554
718	0.2056007497
719	0.2054915393
720	0.2053614176
721	0.2051720541
722	0.2050096747
723	0.2049587675
724	0.2048260662
725	0.2046847116
726	0.2045593861
727	0.2043580626
728	0.2041025951
729	0.2040497286
730	0.203968705
731	0.2038387538
732	0.203740988
733	0.2036238213
734	0.2034335617
735	0.2033104976
736	0.2031848073
737	0.2030454589
738	0.2029507835
739	0.202852162
740	0.2027694442
741	0.20255263
742	0.2023193145
743	0.2021233632
744	0.2020380575
745	0.201975434
746	0.2019040891
747	0.2016824336
748	0.2015859482
749	0.2013950518
750	0.2012185352
751	0.2008652131
752	0.2007957485
753	0.2006422583
754	0.2006361923
755	0.2005613594
756	0.2004049888
757	0.2003145135
758	0.2001430501
759	0.199963274
760	0.1998591969
761	0.1997397111
762	0.1995654692
763	0.1995211315
764	0.1994691997
765	0.1991179618
766	0.1989944928
767	0.1988750012
768	0.1986184404
769	0.1983450397
770	0.1981847794
771	0.1981189981
772	0.1980667162
773	0.1980340158
774	0.1977560079
775	0.1977284109
776	0.1976503121
777	0.1975294758
778	0.1974721832
779	0.1971985461
780	0.1969939538
781	0.1969536211
782	0.1968174419
783	0.196767961
784	0.1966185012
785	0.1964891793
786	0.1962933201
787	0.1960576277
788	0.195918771
789	0.1957657819
790	0.1956182584
791	0.1954243144
792	0.1953034404
793	0.1952448728
794	0.1950284515
795	0.1947966815
796	0.1947340994
797	0.1947070487
798	0.1946859318
799	0.1945512195
800	0.1945312987
801	0.1944230093
802	0.1943285864
803	0.1942854706
804	0.1942385073
805	0.1941364593
806	0.1940261063
807	0.1939499144
808	0.1937748267
809	0.193649798
810	0.1935100574
811	0.1934336595
812	0.1932942163
813	0.1932723054
814	0.1931588928
815	0.1931345684
816	0.1930326102
817	0.1928711542
818	0.1927643848
819	0.1927402304
820	0.192508734
821	0.1923648445
822	0.1923444989
823	0.1922704198
824	0.1922040333
825	0.192048017
826	0.1919651484
827	0.1917951608
828	0.1916627034
829	0.1915191267
830	0.1914580079
831	0.1914166614
832	0.1912500567
833	0.1912300222
834	0.1910952655
835	0.1910270917
836	0.1909092461
837	0.1906866692
838	0.1906025394
839	0.1904699595
840	0.1904159192
841	0.1902325161
842	0.1902001936
843	0.1901316321
844	0.1899806319
845	0.1897777547
846	0.189643683
847	0.1895416452
848	0.1894528638
849	0.1893213968
850	0.1892522872
851	0.1891377602
852	0.1888709305
853	0.188762691
854	0.1887478625
855	0.1885740142
856	0.1884091719
857	0.1882435901
858	0.1881721884
859	0.1879739538
860	0.1877507754
861	0.1876965785
862	0.1873532249
863	0.1872676746
864	0.1872050187
865	0.1871434972
866	0.1870448854
867	0.1869336122
868	0.1867837443
869	0.1866511668
870	0.1865773382
871	0.1865017412
872	0.1864465104
873	0.1863639273
874	0.1862078951
875	0.1860556731
876	0.1859744487
877	0.1858642898
878	0.185720984
879	0.1856129061
880	0.1854525289
881	0.1853554331
882	0.185197838
883	0.1851303616
884	0.1850016643
885	0.1849194561
886	0.1848358208
887	0.1846941082
888	0.1846264551
889	0.1845274292
890	0.1844910861
891	0.1843955795
892	0.1842943329
893	0.1842608701
894	0.1841418937
895	0.1840855862
896	0.18402402
897	0.1839817165
898	0.1839510619
899	0.1838377586
900	0.1837291278
901	0.1836903321
902	0.1835722871
903	0.1834251423
904	0.1833841335
905	0.1833216611
906	0.1832063285
907	0.1831498524
908	0.183041045
909	0.1830079343
910	0.182971786
911	0.1829432079
912	0.1828301601
913	0.1827019345
914	0.1825613428
915	0.1824360458
916	0.1823896716
917	0.1823440558
918	0.1822581469
919	0.1821604418
920	0.1821437239
921	0.1820556719
922	0.1818162226
923	0.1816722049
924	0.1814986992
925	0.1814101622
926	0.1812273764
927	0.1811216804
928	0.180997657
929	0.1808794736
930	0.1807207376
931	0.1807111394
932	0.1805311525
933	0.1803788004
934	0.1801789698
935	0.1801003955
936	0.1800628046
937	0.1798935888
938	0.1798378014
939	0.1797460688
940	0.179728627
941	0.1796288373
942	0.1795498997
943	0.1794953194
944	0.1793075097
945	0.1792000482
946	0.1791747691
947	0.179019879
948	0.1788420076
949	0.178764894
950	0.1786751259
951	0.178493627
952	0.1783613934
953	0.1782772317
954	0.1782147911
955	0.178136512
956	0.1780469772
957	0.177985319
958	0.1779275615
959	0.1776935215
960	0.1775057291
961	0.1774853201
962	0.1773849565
963	0.1772136053
964	0.1770532817
965	0.176953748
966	0.1767617424
967	0.1765940976
968	0.1765219182
969	0.1764757985
970	0.1763760491
971	0.1762942918
972	0.1761678324
973	0.1761090275
974	0.1760178059
975	0.175951297
976	0.1758270894
977	0.1757529487
978	0.1755822977
979	0.1755237144
980	0.1753996012
981	0.1753218189
982	0.17515919
983	0.1750555413
984	0.1749565689
985	0.1748468995
986	0.1747668244
987	0.1747482064
988	0.1747001383
989	0.174683665
990	0.1746148207
991	0.1744957923
992	0.1743989245
993	0.1743137557
994	0.1742446773
995	0.1741608442
996	0.1740491527
997	0.1740330893
998	0.1739217892
999	0.1738472158
